2023-01-09 21:10:15 INFO  WebdriverEvents:42 - navigating tohttps://naveenautomationlabs.com/opencart/index.php?route=account/login
2023-01-09 21:10:26 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a
2023-01-09 21:10:26 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a
2023-01-09 21:10:26 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (cca3f6188bac939d4124ddc9a3015a41)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a]
2023-01-09 21:10:26 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (cca3f6188bac939d4124ddc9a3015a41)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a]
2023-01-09 21:10:26 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: form div.form-group:first-of-type input
2023-01-09 21:10:26 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: form div.form-group:first-of-type input
2023-01-09 21:10:26 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: form div.form-group:last-of-type input
2023-01-09 21:10:26 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: form div.form-group:last-of-type input
2023-01-09 21:10:26 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: input[type='submit']
2023-01-09 21:10:26 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: input[type='submit']
2023-01-09 21:10:27 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: #content.col-sm-9 ul.list-unstyled:first-of-type li:first-of-type a
2023-01-09 21:10:27 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: #content.col-sm-9 ul.list-unstyled:first-of-type li:first-of-type a
2023-01-09 21:10:27 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (cca3f6188bac939d4124ddc9a3015a41)] -> css selector: #content.col-sm-9 ul.list-unstyled:first-of-type li:first-of-type a]
2023-01-09 21:10:29 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (cca3f6188bac939d4124ddc9a3015a41)] -> css selector: #content.col-sm-9 ul.list-unstyled:first-of-type li:first-of-type a]
2023-01-09 21:10:29 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: input[type='tel']
2023-01-09 21:10:29 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: input[type='tel']
2023-01-09 21:10:29 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: input[type='tel']
2023-01-09 21:10:29 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: input[type='tel']
2023-01-09 21:10:29 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: input[type='submit']
2023-01-09 21:10:29 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: input[type='submit']
2023-01-09 21:10:29 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: div.alert-success
2023-01-09 21:10:29 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: div.alert-success
2023-01-09 21:10:29 INFO  WebdriverEvents:167 - getting text from [[ChromeDriver: chrome on WINDOWS (cca3f6188bac939d4124ddc9a3015a41)] -> css selector: div.alert-success]
2023-01-09 21:10:29 INFO  WebdriverEvents:173 - Got text from [[ChromeDriver: chrome on WINDOWS (cca3f6188bac939d4124ddc9a3015a41)] -> css selector: div.alert-success]
2023-01-09 21:10:29 INFO  CustomListener:23 - Test execution has passed for : verifyUserAbleToChangePhnNumber
2023-01-09 21:10:31 INFO  WebdriverEvents:42 - navigating tohttps://naveenautomationlabs.com/opencart/index.php?route=account/login
2023-01-09 21:10:33 INFO  WebdriverEvents:48 - Navigated tohttps://naveenautomationlabs.com/opencart/index.php?route=account/login
2023-01-09 21:10:33 INFO  CustomListener:18 - Test execution has started for : verifyUserAbleToLogin
2023-01-09 21:10:33 INFO  WebdriverEvents:89 - Finding elementBy.xpath: //span[contains(text(),'My Account')]
2023-01-09 21:10:33 INFO  WebdriverEvents:95 - Elelement FoundBy.xpath: //span[contains(text(),'My Account')]
2023-01-09 21:10:33 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (9a058ff4f64344f7366b5c4197716ab7)] -> xpath: //span[contains(text(),'My Account')]]
2023-01-09 21:10:33 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (9a058ff4f64344f7366b5c4197716ab7)] -> xpath: //span[contains(text(),'My Account')]]
2023-01-09 21:10:33 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a
2023-01-09 21:10:33 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a
2023-01-09 21:10:33 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (9a058ff4f64344f7366b5c4197716ab7)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a]
2023-01-09 21:10:34 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (9a058ff4f64344f7366b5c4197716ab7)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a]
2023-01-09 21:10:34 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: form div.form-group:first-of-type input
2023-01-09 21:10:34 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: form div.form-group:first-of-type input
2023-01-09 21:10:34 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: form div.form-group:last-of-type input
2023-01-09 21:10:34 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: form div.form-group:last-of-type input
2023-01-09 21:10:34 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: input[type='submit']
2023-01-09 21:10:34 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: input[type='submit']
2023-01-09 21:10:35 INFO  CustomListener:23 - Test execution has passed for : verifyUserAbleToLogin
2023-01-09 21:10:36 INFO  WebdriverEvents:42 - navigating tohttps://naveenautomationlabs.com/opencart/index.php?route=account/login
2023-01-09 21:10:38 INFO  WebdriverEvents:48 - Navigated tohttps://naveenautomationlabs.com/opencart/index.php?route=account/login
2023-01-09 21:10:38 INFO  CustomListener:18 - Test execution has started for : verifyUserAbleToSubscribe
2023-01-09 21:10:38 INFO  WebdriverEvents:89 - Finding elementBy.xpath: //span[contains(text(),'My Account')]
2023-01-09 21:10:38 INFO  WebdriverEvents:95 - Elelement FoundBy.xpath: //span[contains(text(),'My Account')]
2023-01-09 21:10:38 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (5f42358c2344c595edc3e29464c3ba35)] -> xpath: //span[contains(text(),'My Account')]]
2023-01-09 21:10:39 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (5f42358c2344c595edc3e29464c3ba35)] -> xpath: //span[contains(text(),'My Account')]]
2023-01-09 21:10:39 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a
2023-01-09 21:10:39 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a
2023-01-09 21:10:39 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (5f42358c2344c595edc3e29464c3ba35)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a]
2023-01-09 21:10:39 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (5f42358c2344c595edc3e29464c3ba35)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a]
2023-01-09 21:10:39 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: form div.form-group:first-of-type input
2023-01-09 21:10:39 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: form div.form-group:first-of-type input
2023-01-09 21:10:39 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: form div.form-group:last-of-type input
2023-01-09 21:10:39 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: form div.form-group:last-of-type input
2023-01-09 21:10:39 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: input[type='submit']
2023-01-09 21:10:39 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: input[type='submit']
2023-01-09 21:10:40 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: #content.col-sm-9 ul.list-unstyled:nth-of-type(4) a
2023-01-09 21:10:40 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: #content.col-sm-9 ul.list-unstyled:nth-of-type(4) a
2023-01-09 21:10:40 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (5f42358c2344c595edc3e29464c3ba35)] -> css selector: #content.col-sm-9 ul.list-unstyled:nth-of-type(4) a]
2023-01-09 21:10:41 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (5f42358c2344c595edc3e29464c3ba35)] -> css selector: #content.col-sm-9 ul.list-unstyled:nth-of-type(4) a]
2023-01-09 21:10:41 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: input[value='0']
2023-01-09 21:10:41 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: input[value='0']
2023-01-09 21:10:41 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: input[type='submit']
2023-01-09 21:10:41 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: input[type='submit']
2023-01-09 21:10:41 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (5f42358c2344c595edc3e29464c3ba35)] -> css selector: input[type='submit']]
2023-01-09 21:10:42 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (5f42358c2344c595edc3e29464c3ba35)] -> css selector: input[type='submit']]
2023-01-09 21:10:42 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: div.alert.alert-success.alert-dismissible
2023-01-09 21:10:42 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: div.alert.alert-success.alert-dismissible
2023-01-09 21:10:42 INFO  WebdriverEvents:167 - getting text from [[ChromeDriver: chrome on WINDOWS (5f42358c2344c595edc3e29464c3ba35)] -> css selector: div.alert.alert-success.alert-dismissible]
2023-01-09 21:10:42 INFO  WebdriverEvents:173 - Got text from [[ChromeDriver: chrome on WINDOWS (5f42358c2344c595edc3e29464c3ba35)] -> css selector: div.alert.alert-success.alert-dismissible]
2023-01-09 21:10:42 INFO  CustomListener:23 - Test execution has passed for : verifyUserAbleToSubscribe
2023-01-09 21:10:43 INFO  WebdriverEvents:42 - navigating tohttps://naveenautomationlabs.com/opencart/index.php?route=account/login
2023-01-09 21:10:45 INFO  WebdriverEvents:48 - Navigated tohttps://naveenautomationlabs.com/opencart/index.php?route=account/login
2023-01-09 21:10:45 INFO  CustomListener:18 - Test execution has started for : verifyUserAbleToRegister
2023-01-09 21:10:45 INFO  WebdriverEvents:89 - Finding elementBy.xpath: //span[contains(text(),'My Account')]
2023-01-09 21:10:45 INFO  WebdriverEvents:95 - Elelement FoundBy.xpath: //span[contains(text(),'My Account')]
2023-01-09 21:10:45 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (1019f7f32f3e6f7a3693d037b4720c90)] -> xpath: //span[contains(text(),'My Account')]]
2023-01-09 21:10:45 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (1019f7f32f3e6f7a3693d037b4720c90)] -> xpath: //span[contains(text(),'My Account')]]
2023-01-09 21:10:45 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:first-of-type a
2023-01-09 21:10:45 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:first-of-type a
2023-01-09 21:10:45 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (1019f7f32f3e6f7a3693d037b4720c90)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:first-of-type a]
2023-01-09 21:10:46 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (1019f7f32f3e6f7a3693d037b4720c90)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:first-of-type a]
2023-01-09 21:10:46 INFO  WebdriverEvents:89 - Finding elementBy.id: input-firstname
2023-01-09 21:10:46 INFO  WebdriverEvents:95 - Elelement FoundBy.id: input-firstname
2023-01-09 21:10:46 INFO  WebdriverEvents:89 - Finding elementBy.id: input-lastname
2023-01-09 21:10:46 INFO  WebdriverEvents:95 - Elelement FoundBy.id: input-lastname
2023-01-09 21:10:47 INFO  WebdriverEvents:89 - Finding elementBy.id: input-email
2023-01-09 21:10:47 INFO  WebdriverEvents:95 - Elelement FoundBy.id: input-email
2023-01-09 21:10:47 INFO  WebdriverEvents:89 - Finding elementBy.id: input-telephone
2023-01-09 21:10:47 INFO  WebdriverEvents:95 - Elelement FoundBy.id: input-telephone
2023-01-09 21:10:47 INFO  WebdriverEvents:89 - Finding elementBy.id: input-password
2023-01-09 21:10:47 INFO  WebdriverEvents:95 - Elelement FoundBy.id: input-password
2023-01-09 21:10:47 INFO  WebdriverEvents:89 - Finding elementBy.id: input-confirm
2023-01-09 21:10:47 INFO  WebdriverEvents:95 - Elelement FoundBy.id: input-confirm
2023-01-09 21:10:47 INFO  WebdriverEvents:89 - Finding elementBy.xpath: //input[@type='checkbox']
2023-01-09 21:10:47 INFO  WebdriverEvents:95 - Elelement FoundBy.xpath: //input[@type='checkbox']
2023-01-09 21:10:47 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (1019f7f32f3e6f7a3693d037b4720c90)] -> xpath: //input[@type='checkbox']]
2023-01-09 21:10:47 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (1019f7f32f3e6f7a3693d037b4720c90)] -> xpath: //input[@type='checkbox']]
2023-01-09 21:10:47 INFO  WebdriverEvents:89 - Finding elementBy.xpath: //input[@type='submit']
2023-01-09 21:10:47 INFO  WebdriverEvents:95 - Elelement FoundBy.xpath: //input[@type='submit']
2023-01-09 21:10:47 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (1019f7f32f3e6f7a3693d037b4720c90)] -> xpath: //input[@type='submit']]
2023-01-09 21:10:47 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (1019f7f32f3e6f7a3693d037b4720c90)] -> xpath: //input[@type='submit']]
2023-01-09 21:10:47 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: #content h1
2023-01-09 21:10:47 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: #content h1
2023-01-09 21:10:47 INFO  WebdriverEvents:167 - getting text from [[ChromeDriver: chrome on WINDOWS (1019f7f32f3e6f7a3693d037b4720c90)] -> css selector: #content h1]
2023-01-09 21:10:47 INFO  WebdriverEvents:173 - Got text from [[ChromeDriver: chrome on WINDOWS (1019f7f32f3e6f7a3693d037b4720c90)] -> css selector: #content h1]
2023-01-09 21:10:47 ERROR CustomListener:29 - Test execution failed and taking screen shot: verifyUserAbleToRegister
2023-01-09 21:10:49 INFO  WebdriverEvents:42 - navigating tohttps://naveenautomationlabs.com/opencart/index.php?route=account/login
2023-01-09 21:10:52 INFO  WebdriverEvents:48 - Navigated tohttps://naveenautomationlabs.com/opencart/index.php?route=account/login
2023-01-09 21:10:52 INFO  CustomListener:18 - Test execution has started for : VerifyUserAbleToLogin
2023-01-09 21:10:52 INFO  WebdriverEvents:89 - Finding elementBy.xpath: //span[contains(text(),'My Account')]
2023-01-09 21:10:52 INFO  WebdriverEvents:95 - Elelement FoundBy.xpath: //span[contains(text(),'My Account')]
2023-01-09 21:10:52 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (6a14023993e81ba977dbb696f7271528)] -> xpath: //span[contains(text(),'My Account')]]
2023-01-09 21:10:52 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (6a14023993e81ba977dbb696f7271528)] -> xpath: //span[contains(text(),'My Account')]]
2023-01-09 21:10:52 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a
2023-01-09 21:10:52 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a
2023-01-09 21:10:52 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (6a14023993e81ba977dbb696f7271528)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a]
2023-01-09 21:10:52 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (6a14023993e81ba977dbb696f7271528)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a]
2023-01-09 21:10:52 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: form div.form-group:first-of-type input
2023-01-09 21:10:52 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: form div.form-group:first-of-type input
2023-01-09 21:10:52 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: form div.form-group:last-of-type input
2023-01-09 21:10:52 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: form div.form-group:last-of-type input
2023-01-09 21:10:52 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: input[type='submit']
2023-01-09 21:10:52 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: input[type='submit']
2023-01-09 21:10:53 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: div.list-group a:last-of-type
2023-01-09 21:10:53 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: div.list-group a:last-of-type
2023-01-09 21:10:53 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (6a14023993e81ba977dbb696f7271528)] -> css selector: div.list-group a:last-of-type]
2023-01-09 21:10:54 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (6a14023993e81ba977dbb696f7271528)] -> css selector: div.list-group a:last-of-type]
2023-01-09 21:10:54 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: #content h1
2023-01-09 21:10:54 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: #content h1
2023-01-09 21:10:54 INFO  WebdriverEvents:167 - getting text from [[ChromeDriver: chrome on WINDOWS (6a14023993e81ba977dbb696f7271528)] -> css selector: #content h1]
2023-01-09 21:10:54 INFO  WebdriverEvents:173 - Got text from [[ChromeDriver: chrome on WINDOWS (6a14023993e81ba977dbb696f7271528)] -> css selector: #content h1]
2023-01-09 21:10:54 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: div.buttons div.pull-right a
2023-01-09 21:10:54 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: div.buttons div.pull-right a
2023-01-09 21:10:54 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (6a14023993e81ba977dbb696f7271528)] -> css selector: div.buttons div.pull-right a]
2023-01-09 21:10:56 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (6a14023993e81ba977dbb696f7271528)] -> css selector: div.buttons div.pull-right a]
2023-01-09 21:10:56 INFO  CustomListener:23 - Test execution has passed for : VerifyUserAbleToLogin
2023-01-09 21:10:57 INFO  WebdriverEvents:42 - navigating tohttps://naveenautomationlabs.com/opencart/index.php?route=account/login
2023-01-09 21:11:00 INFO  WebdriverEvents:48 - Navigated tohttps://naveenautomationlabs.com/opencart/index.php?route=account/login
2023-01-09 21:11:00 INFO  CustomListener:18 - Test execution has started for : verifyTitleOfPageItemSelectedwithPrice
2023-01-09 21:11:00 INFO  WebdriverEvents:89 - Finding elementBy.xpath: //span[contains(text(),'My Account')]
2023-01-09 21:11:00 INFO  WebdriverEvents:95 - Elelement FoundBy.xpath: //span[contains(text(),'My Account')]
2023-01-09 21:11:00 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (d64445a6e4c3a2230d487402881e5256)] -> xpath: //span[contains(text(),'My Account')]]
2023-01-09 21:11:00 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (d64445a6e4c3a2230d487402881e5256)] -> xpath: //span[contains(text(),'My Account')]]
2023-01-09 21:11:00 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a
2023-01-09 21:11:00 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a
2023-01-09 21:11:00 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (d64445a6e4c3a2230d487402881e5256)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a]
2023-01-09 21:11:01 INFO  WebdriverEvents:107 - clicked on[[ChromeDriver: chrome on WINDOWS (d64445a6e4c3a2230d487402881e5256)] -> css selector: ul.dropdown-menu.dropdown-menu-right li:nth-of-type(2) a]
2023-01-09 21:11:01 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: form div.form-group:first-of-type input
2023-01-09 21:11:01 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: form div.form-group:first-of-type input
2023-01-09 21:11:01 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: form div.form-group:last-of-type input
2023-01-09 21:11:01 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: form div.form-group:last-of-type input
2023-01-09 21:11:01 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: input[type='submit']
2023-01-09 21:11:01 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: input[type='submit']
2023-01-09 21:11:02 INFO  WebdriverEvents:89 - Finding elementBy.cssSelector: ul.nav.navbar-nav li.dropdown:nth-of-type(2) a.dropdown-toggle
2023-01-09 21:11:02 INFO  WebdriverEvents:95 - Elelement FoundBy.cssSelector: ul.nav.navbar-nav li.dropdown:nth-of-type(2) a.dropdown-toggle
2023-01-09 21:11:02 INFO  WebdriverEvents:101 - clicking on[[ChromeDriver: chrome on WINDOWS (d64445a6e4c3a2230d487402881e5256)] -> css selector: ul.nav.navbar-nav li.dropdown:nth-of-type(2) a.dropdown-toggle]
